,"(2E,4E)-3,7-Dimethyl-2,4-octadiene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1,2-Benzenedicarboxylic acid","1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","1,2-Benzisothiazole","1,3,7-Octatriene, 2,7-dimethyl-","1,3-Hexadiene, 3-ethyl-2,5-dimethyl-","1,3-Octadiene","1,3-Pentadiene","1,6-Octadiene, 2,6-dimethyl-, (Z)-","1,6-Octadiene, 3,7-dimethyl-, (S)-","1,7-Octadiene, 2,7-dimethyl-",1-Butanol,"1-Butanol, 3-methyl-","1-Butene, 3-methyl-",1-Dodecanethiol,1-Dodecanol,1-Dodecene,1-Heptene,1-Hexadecanol,1-Hexanol,"1-Hexanol, 2-ethyl-",1-Octadecanol,1-Octanol,1-Octene,"1-Octene, 3,7-dimethyl",1-Pentanethiol,1-Pentanol,1-Penten-3-ol,"1-Pentene, 2,4,4-trimethyl-",1-Propanol,"1-Propanol, 2-methyl-",2(5H)-Furanone,"2,4-Dimethylfuran","2,4-Hexadiene, (E,Z)-","2,4-Octadiene","2,5-Furandione, 3-methyl-","2,6-Dimethyl-2-trans-6-octadiene","2,6-Octadiene","2,6-Octadiene, 2,6-dimethyl-",2-Butanol,2-Butanone,2-Butenal,2-Cyclopenten-1-one,"2-Decenal, (Z)-",2-Ethylhexyl salicylate,2-Heptanone,"2-Heptene, (E)-",2-Methyl-1-butene,"2-Nonanone, 3-(hydroxymethyl)-","2-Nonene, (E)-",2-Octanone,"2-Octene, (E)-","2-Octene, (Z)-","2-Octene, 3,7-dimethyl-, (Z)-",2-Pentanone,"2-Pentanone, 3-methyl-","2-Pentene, (E)-","2-Pentene, 4-methyl-",2-Thiophenecarboxaldehyde,"3,5-Octadiene, (Z,Z)-","3-Ethyl-1,5-octadiene",3-Hexen-1-ol,"3-Hexene, (Z)-",3-Methyl-2-butene-1-thiol,3-Methylcyclopentyl acetate,"3-Nonene, (E)-",3-Octanone,"3-Octene, (E)-","3-Octene, (Z)-",3-Pentanol,3-Pentanone,"4-Nonenal, (E)-",4-Nonene,"4-Octene, (E)-","5-Decene, (E)-","5-Hepten-2-one, 6-methyl-",Acetaldehyde,Acetic acid,"Acetic acid, butyl ester","Acetic acid, methyl ester",Acetophenone,Benzaldehyde,Benzene,"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-","Benzene, 1,3-dimethyl-",Benzeneacetaldehyde,"Benzenesulfonamide, N-butyl-",Benzoic acid,Benzonitrile,Benzophenone,"Butanoic acid, ethyl ester","Butanoic acid, methyl ester",Butyrolactone,C2H5CH=CHCH=CH2,Carbon disulfide,cis-2-Nonene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester","Cyclopropane, 1,1-dimethyl-2-(2-methyl-2-propenyl)-",Decanal,Decane,Dimethyl sulfide,Dimethyl sulfone,Dimethyl Sulfoxide,Dimethyl trisulfide,Diphenyl ether,"Disulfide, dimethyl",Dodecane,Dodecanoic acid,Eicosane,"Ethane, isothiocyanato-",Ethanol,"Ethanol, 2-(dodecyloxy)-",Ethyl Acetate,Ethylbenzene,"Furan, 2-ethyl-","Furan, 2-methyl-","Furan, 2-pentyl-","Furan, 3-methyl-",Glycerin,Heptadecane,Heptanal,Heptane,"Heptane, 2-methyl-",Hexadecane,"Hexadecenoic acid, Z-11-",Hexanal,Hexanoic acid,"Hydrazine, ethyl-",Isoprene,Isopropyl myristate,Isopropyl palmitate,Methanethiol,Methyl Isobutyl Ketone,Methyl methacrylate,Methyl thiolacetate,Methyl vinyl ketone,n-Decanoic acid,n-Hexadecanoic acid,n-Hexane,n-Propyl acetate,Nonadecane,Nonanal,Nonane,"Nonane, 2-methyl-",Nonanoic acid,Octadecane,Octadecanoic acid,Octanal,"Octane, 2-methyl-",Octanoic acid,p-Xylene,Pentadecane,Pentadecanoic acid,Pentanal,"Pentane, 2-methyl-",Pentanoic acid,"Pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester",Phenol,Phenylmaleic anhydride,Propanoic acid,"Propanoic acid, ethyl ester",Alkene1,Alkene2,Acid1,Sulfone1,Biphenyl1,Alcohol1,Amide1,Tetradecanoic acid,"Tetrasulfide, dimethyl",Thiazole,"Thiazole, 2-methyl-",Thiophene,"Thiophene, 2-ethyl-","Thiophene, 2-methyl-","Thiophene, 3,4-dimethyl-","Thiophene, 3-methyl-",Toluene,trans-3-Decene,trans--4-Nonene,Tridecane
190122_3,0.004952427,0.006668705,0.127830715,0.102369262,0.033611134,0.001867088,0.002768249,0.00202456,0.009381145,0.003692948,0.013575449,0.004566723,0.060528767,0.009377888,0.084612498,0.00744696,0.010392074,0.010592994,0.053798776,0.049421204,0.01011536,0.095952438,0.974068422,0.010786438,0.033199486,0.015223705,0.011307225,0.014709654,0.023726301,0.058853495,0.02061487,0.26246999,0.008089172,0.003465123,0.007328977,0.002201794,0.022918698,0.004965825,0.006033118,0.004458732,0.466038744,5.171030224,0.068355622,0.013783327,0.019625036,0.01008653,0.063199535,0.013812305,0.031683574,0.018569882,0.017994286,0.051225563,0.025740498,0.05698378,0.00622956,0.196055104,5.536929404,0.083355942,0.392508124,0.007359546,0.001706507,0.002603264,0.008385871,0.027598112,0.014290013,0.025652307,0.009250023,0.034201089,0.084332157,0.024544489,0.003171903,0.06705151,0.011244532,0.005988448,0.05469087,0.006764113,0.034235766,2.865459416,15.02469724,0.026599396,0.192018456,0.277602025,0.230707958,1.738404222,0.013305952,0.027280022,0.041860146,0.034263227,0.416324282,0.054480513,0.031294539,0.002347497,0.029567307,0.102745788,0.006025457,24.94836299,0.035074494,0.009838535,0.007913714,0.065359436,0.034070375,8.433662856,0.113784959,0.004688852,0.001214477,0.000691618,0.007314913,0.031272148,0.009367933,0.338314392,0.010011551,1.727210429,0.013235007,0.887490023,0.012719439,0.007510911,0.013765526,0.013303251,0.006322045,0.011618949,0.0411998,0.082280359,0.066986597,0.022818145,0.057485321,0.061976806,0.114323916,0.032096887,12.53220478,0.030482198,0.030764574,0.016917851,0.02964521,0.03026888,0.048467713,0.049757724,0.091283127,0.013014176,0.231684987,10.6452989,0.043000236,0.056978562,0.091309107,0.045961966,0.020252592,0.021393385,0.042431523,0.469093884,0.055030684,0.024750812,0.023209845,0.02812741,0.061176567,0.039557392,0.243993777,0.051462011,0.028694753,0.158333601,0.249656364,0.076821246,0.350071309,0.078620349,0.000527744,0.000581813,0.012249243,0.058174867,0.020726525,0.156529095,0.045381152,0.017878078,0.004372464,0.071152367,0.002700708,0.193664935,0.010685775,0.027611768,0.003693281,0.014316844,0.108933602,0.015727578,0.005431875,0.025426739
190122_4,3.305887746,1.585140538,0.108436484,0.030805151,0.019179714,0.3668003,0.175280871,0.023987227,0.497831773,0.036767074,1.798777207,2.225721671,0.387148783,0.05256655,2.075780904,0.009854535,0.010839623,0.014869986,0.050125043,0.051785919,0.071254025,0.264528596,0.073515137,0.008676194,0.104278964,0.030801058,0.035394525,0.048633605,0.221150877,0.151136122,0.260822173,0.245705696,0.015991737,0.130562965,0.057949972,0.341806283,0.028383283,0.379675784,0.019686625,0.155588734,0.944465271,2.681076878,0.116849073,0.017793715,0.017366036,0.020365465,0.05780996,0.02391321,0.912166652,0.0116611,0.037017988,0.05595844,0.842509421,1.256311182,2.841627842,0.145828977,2.879740846,2.212529327,0.49859435,0.050300438,0.027300198,0.01132706,0.034158588,0.06459671,0.047808003,0.034399666,0.03438884,0.069044635,4.174219426,0.338734802,0.397943568,0.522830196,0.013386074,0.037869682,1.261800786,0.024928384,0.069285185,1.827225182,6.999085791,0.043260266,0.121209895,0.144504105,0.172284561,0.789376978,0.013154898,0.109739357,0.03386782,0.246677269,0.327842055,0.043954504,0.01991082,0.106852265,0.030785875,0.081505691,0.041710143,10.30550953,0.028591156,0.015269296,0.013285174,0.031992403,0.062220654,5.127473476,2.17257695,6.660437036,0.425500637,0.074204126,1.413666742,0.017989327,0.010248497,0.05125795,0.006562076,2.627262394,0.014238675,0.769645036,0.306361457,0.259488192,0.087778501,0.038161969,0.109149766,0.039105272,0.019651127,0.077960818,0.521910774,0.033831958,0.019002801,0.040537282,0.090019858,0.047320748,6.061817571,1.092095202,0.029353799,0.006927736,0.508058569,0.033589428,0.1037304,0.469009903,0.142141104,0.017335159,0.150844478,4.536813275,0.094415501,0.029277439,0.053089023,0.272119297,0.017934767,0.029989483,0.020798689,0.336688281,0.056757588,0.063181269,0.039564009,0.112750453,0.022755746,0.036344775,0.205514485,0.103912726,0.033733649,0.044799035,0.36358813,0.041844809,0.17843231,0.163624474,0.008377075,0.127703384,0.014679986,0.032193048,0.120039889,0.096614825,0.261765625,0.020495691,0.042970653,0.038741823,0.006581814,0.285543872,0.086166194,1.456026598,0.027281863,0.776201798,0.101487541,0.041869382,0.036486455,0.013743367
190122_5,3.275174918,1.477466791,0.07294477,0.071130012,0.022518158,0.220595468,0.206006017,0.021116346,0.306417044,0.027437523,1.640078647,2.060415464,0.262574825,0.036646229,1.674605397,0.009043738,0.011386501,0.013471152,0.040891458,0.059637832,0.064642029,0.217082533,0.117871841,0.012417358,0.104434857,0.046544075,0.040900506,0.044364552,0.114314731,0.100905239,0.26675811,0.246885535,0.019223055,0.091922471,0.028136512,0.500161794,0.032807475,0.189495375,0.021609727,0.098942417,1.197886813,4.267524493,0.081399597,0.021820756,0.018764818,0.011454995,0.098079198,0.017692125,0.688061012,0.020542909,0.040348654,0.079104844,0.744727566,1.252898188,2.906169878,0.136383701,4.476523907,1.770451423,0.333762429,0.031146264,0.035528779,0.016230082,0.031058917,0.043408033,0.057963802,0.045135225,0.032132584,0.058521937,3.828320149,0.469733026,0.216702012,0.342718177,0.012400675,0.035657599,1.255823342,0.023574293,0.058870694,1.421705166,7.790702412,0.047588836,0.14929678,0.147518013,0.196290735,1.102915882,0.008353044,0.176339234,0.032150933,0.02506001,0.328350878,0.040932853,0.032644895,0.082629859,0.026245326,0.132727352,0.033338857,10.04097258,0.040131263,0.014698492,0.011180907,0.039160291,0.095408164,4.915806926,1.924409425,7.010027763,0.411905962,0.058795554,1.013253336,0.023032621,0.018497893,0.074757015,0.009995309,2.849022606,0.015111203,0.765308336,0.520543742,0.19014546,0.068050525,0.041098214,0.07566243,0.039328291,0.019494488,0.125504263,0.406626734,0.049125751,0.017118468,0.046510393,0.117522834,0.082109301,6.796535346,0.823536564,0.025960791,0.005309391,0.399532717,0.035624169,0.037823156,0.2982383,0.126476288,0.03390125,0.153991181,1.87206635,0.077713086,0.024908867,0.063152039,0.528013788,0.024841001,0.038569589,0.018603698,0.289198034,0.073010971,0.06906858,0.051992905,0.181040328,0.021082256,0.044847422,0.225852325,0.156496446,0.087495858,0.091391371,0.330155346,0.040374466,0.159230318,0.10910406,0.013891624,0.177379848,0.015236755,0.178021936,0.043397413,0.086249824,1.57186229,0.039404609,0.024762028,0.064807406,0.00773752,0.324160759,0.070864847,1.337982537,0.020572459,1.000888511,0.089180398,0.037389064,0.033552368,0.014910558
190122_6,3.494185473,1.545260547,0.085999475,0.029011937,0.019821292,0.183617168,0.115144259,0.057990817,0.220226632,0.009083206,0.988032017,0.152988914,0.115442424,0.023091247,0.868867947,0.006653871,0.008955019,0.011808531,0.045527612,0.031336906,0.030012712,0.116244963,0.051387126,0.008698732,0.102950598,0.024597364,0.023333414,0.030366684,0.119612171,0.140982822,0.104957811,0.199620079,0.014427211,0.072860174,0.011016693,0.161979821,0.029854645,0.056628284,0.011061384,0.044448899,0.847502976,2.635976121,0.062718727,0.020607071,0.015793282,0.009525646,0.059510571,0.013948073,0.497573546,0.012116051,0.019520452,0.048705318,0.52594712,1.128097059,1.31549572,0.164417286,2.817104987,0.929681722,0.313272634,0.021740987,0.017830237,0.00800691,0.033302604,0.032407747,0.030040227,0.029023588,0.01438901,0.060814465,3.561896546,0.056962957,0.142748368,0.295348044,0.012502614,0.011348121,1.129396672,0.011193196,0.060971203,0.988541174,9.988029527,0.037463686,0.195134042,0.206745096,0.214405508,1.450449447,0.008063443,0.075604814,0.042668663,0.014680029,0.412717861,0.053329899,0.016430954,0.046869896,0.026526138,0.081245085,0.027510497,12.15120457,0.028635817,0.008648949,0.010618047,0.032942382,0.049629313,6.016761476,2.176217989,9.332470009,2.839284168,0.050564907,4.749192632,0.018469462,0.010076352,0.040627583,0.010325976,1.914978213,0.008611698,0.83055042,0.18561537,0.145170487,0.060833142,0.025479032,0.185229187,0.033734876,0.011456958,0.091898846,0.386706645,0.035612935,0.010157914,0.033036287,0.132409186,0.048677803,7.913247648,0.575969314,0.023042603,0.00398237,1.094785755,0.031695176,0.065504175,0.685935006,0.123494335,0.012026773,0.095339072,3.188537277,0.062657206,0.019551662,0.05482742,0.192559276,0.019093013,0.020012088,0.011877302,0.28731241,0.058752014,0.068335401,0.033970173,0.077660481,0.012436915,0.029680887,0.242654107,0.125551245,0.041483272,0.025294157,0.188413436,0.05456478,0.156392441,0.150949215,0.005611495,0.078336836,0.014587194,0.021479435,0.031575983,0.090792428,0.213444919,0.016465253,0.212140887,0.044184827,0.006299968,0.37134743,0.055659996,0.784114004,0.018464473,0.235720869,0.118671364,0.024373943,0.010295181,0.011075988
190122_7,3.191997555,0.897287751,0.132958975,0.091342268,0.044205313,0.039806922,0.043008733,0.019249377,0.042440934,0.008159676,0.607397565,0.107943459,0.117035743,0.022067706,0.694283209,0.011309965,0.014746216,0.017818978,0.055850714,0.05021543,0.045193459,0.169991517,0.062837524,0.02688895,0.119773878,0.050028229,0.020553799,0.042949423,0.135132301,0.104337658,0.075792629,0.21422429,0.019717985,0.098178525,0.011128909,0.054010802,0.047500604,0.033328359,0.011178599,0.030188417,0.911364523,2.668161888,0.072973895,0.03411874,0.029011778,0.008650812,0.160866277,0.015455056,0.399039091,0.032146222,0.043118057,0.089212137,0.50561165,1.375845293,0.768314637,0.175418717,2.849924999,0.739459259,0.36027879,0.018350076,0.015476936,0.009343214,0.055059551,0.02870911,0.027812854,0.044708898,0.017182841,0.072821914,4.747440933,0.038817645,0.147112977,0.30886298,0.017307174,0.012171002,1.378384991,0.011368036,0.07363679,0.974582539,12.12307426,0.049086595,0.170141855,0.244917289,0.322971253,1.581142807,0.015295422,0.083689033,0.052489431,0.174461561,0.450110895,0.063639412,0.027220829,0.044757079,0.029277179,0.159931972,0.01899109,18.3292662,0.091979025,0.00908261,0.012276014,0.069933145,0.050778002,4.205149772,1.14096195,5.756978106,1.084975207,0.084854732,3.52659373,0.026323899,0.009609531,0.041603961,0.011202501,0.835646996,0.02150791,0.536508503,0.208280166,0.059238595,0.121223813,0.082195659,0.210626789,0.032936227,0.019625368,0.196308006,0.412955367,0.042797604,0.01608742,0.041131284,0.413386518,0.096064993,10.70848031,0.154501296,0.031386991,0.006135905,0.168923663,0.037786573,0.074383706,0.260921443,0.135558791,0.011415732,0.106004193,3.326633952,0.068095201,0.03494903,0.282062632,0.226849051,0.028831961,0.038298862,0.01824024,0.392317008,0.171374085,0.120953508,0.042295231,0.085940695,0.019498394,0.038728127,0.413449251,0.106242378,0.056216304,0.066551139,0.550943669,0.068896684,0.23233416,0.113659153,0.002712185,0.028420885,0.022703385,0.037103467,0.148357576,0.127347323,0.274910799,0.01400318,0.06634133,0.049662721,0.006611169,0.212545628,0.0351756,0.252599142,0.022936072,0.084412613,0.131231701,0.027728833,0.010894766,0.01597012
190122_8,3.934591222,2.318393027,0.075525425,0.039869755,0.014743247,0.88102421,0.3297438,0.026693028,0.450698531,0.046991419,1.97959941,2.373584451,0.335817053,0.043549807,1.884404369,0.007903185,0.009683314,0.014527371,0.033848382,0.032224255,0.079183479,0.291079151,0.036741453,0.008243922,0.129326536,0.031886098,0.050165999,0.046700438,0.176318837,0.120734733,0.273389961,0.183397338,0.014589951,0.168201428,0.037853609,0.716889551,0.030143231,0.35837491,0.021280824,0.17141851,0.81123223,2.35085278,0.109804787,0.012319676,0.016769558,0.003388961,0.053021431,0.019051036,0.833563841,0.008776916,0.0409621,0.056211841,1.064293398,1.33788125,3.089135601,0.079366106,2.51646104,2.01107009,0.40599981,0.05793548,0.044174744,0.035917116,0.030626249,0.038757615,0.079944292,0.035958327,0.042085742,0.049579127,4.463233493,0.389314736,0.308710732,0.428316803,0.013433185,0.050132766,1.345830336,0.031089251,0.049865765,0.884345792,6.534361817,0.036886094,0.121310574,0.113142466,0.116553142,0.915658991,0.008340397,0.053829388,0.032799278,0.017428326,0.303989318,0.036761012,0.013943976,0.148719757,0.0225543,0.057180772,0.034049812,10.32464288,0.026810273,0.005571463,0.017840565,0.024800799,0.092003498,4.916413265,2.758945793,7.27221276,0.675766572,0.063874462,1.951627304,0.01464534,0.014327073,0.031851984,0.006637451,2.276260834,0.010569146,0.543801628,0.145019957,0.220398129,0.041299579,0.057566198,0.094181043,0.04131393,0.010512277,0.088511217,0.511437673,0.030610513,0.008712416,0.03717599,0.081789755,0.052082099,6.203435586,1.046945041,0.01820895,0.003674561,0.255996128,0.026854285,0.038080877,0.446532015,0.114963586,0.024787801,0.142620289,3.669444632,0.08286317,0.015083559,0.04327977,0.421228781,0.017523353,0.029492771,0.011267992,0.19894744,0.066410352,0.056625371,0.035219544,0.055412303,0.011485882,0.035165146,0.16393123,0.115725626,0.051076646,0.027403833,0.187504311,0.039779401,0.10812461,0.126867954,0.017483573,0.227620217,0.014567732,0.028429679,0.056726645,0.08055941,0.668476112,0.027562557,0.031263664,0.036736449,0.007433747,0.331299981,0.09502003,1.59024716,0.030651693,0.685308596,0.075373168,0.051538137,0.047786661,0.008479483
190122_9,3.321554555,1.471884397,0.370179858,3.253086773,0.347395338,0.288085229,0.118577419,0.024319083,0.153884717,0.015259216,1.187160169,0.871184738,0.221050066,0.027843772,0.742061563,0.010952941,0.02410309,0.017849927,0.03811195,0.057810889,0.048902186,0.454913837,0.045289233,0.017252551,0.108496556,0.039199741,0.020331571,0.036396456,0.123058415,0.09111396,0.166522421,0.213971378,0.032731935,0.077119272,0.013491978,0.180482554,0.054788875,0.096301959,0.013329904,0.062435752,0.750276681,2.219014702,0.053179993,0.018940033,0.028881309,0.01110949,0.072521316,0.014481348,0.368985842,0.018133785,0.032441237,0.090226534,0.69864004,1.237471311,1.826176196,0.097230237,2.370663219,0.786229889,0.299930384,0.019630549,0.024278179,0.011231852,0.034195512,0.021038751,0.028529692,0.03387389,0.019097125,0.067748622,4.098741275,0.139195339,0.183593691,0.304299068,0.015911038,0.018672663,1.235734243,0.021092197,0.068394954,0.985665964,8.387452906,0.047249136,0.158332509,0.368325759,0.333570355,1.073218348,0.010022612,0.25482259,0.066525805,0.025851121,0.577667924,0.068269487,0.035828215,0.07304276,0.023537918,0.093624476,0.019268829,11.63838378,0.043383899,0.018782782,0.010963921,0.088826523,0.068600809,5.659928262,1.597555431,8.692685988,2.104583852,0.049703733,4.259910202,0.045687192,0.01607911,0.031734794,0.04856704,1.940264235,0.016673417,0.495654754,0.25643463,0.112553966,0.051793962,0.039065994,0.075395446,0.037768701,0.045302862,0.098430146,0.403850278,0.026965134,0.041305563,0.036253221,0.138439976,0.069066772,7.757550246,0.468533527,0.035087604,0.009749892,0.594608588,0.031079552,0.045540325,0.430194673,0.097674221,0.049045772,0.087279453,3.204637254,0.050463814,0.030650582,0.120345499,0.23707752,0.020670418,0.054370693,0.034259781,0.209426149,0.087587324,0.065010203,0.067785685,0.259801279,0.036669193,0.038201056,0.192077073,0.128777417,0.043186025,0.435479268,0.22461701,0.178344984,0.144962507,0.098446844,0.005620443,0.075143758,0.013040345,0.014026261,0.036665633,0.071582252,0.158646887,0.020491593,0.067566798,0.05080189,0.008257899,0.216089707,0.042731516,0.490143816,0.016482734,0.145358256,0.248800681,0.034592629,0.017168146,0.036445833
190123_10,3.161121894,0.708586132,0.117018627,1.615277409,0.039637575,0.069482539,0.045929465,0.018471222,0.012279325,0.010861071,0.94707168,0.902152994,0.133600552,0.024000359,0.140533825,0.021111818,0.01883348,0.021344153,0.037383116,0.363447622,0.054006707,0.239187555,0.400078834,0.019249344,0.067852602,0.044168154,0.022358039,0.034686332,0.029191561,0.229813511,0.059846552,0.192191647,0.021889012,0.012076556,0.007388182,0.116450373,0.06302644,0.053642191,0.010725865,0.041957217,0.742844096,3.639922548,0.04422777,0.022594569,0.02739189,0.676512363,0.099423059,0.012443936,0.082347099,0.018977358,0.128434641,0.108771974,0.249667854,1.334566007,2.30287249,0.11697212,3.86371567,0.148660398,0.229961625,0.006858692,0.01287061,0.013720046,0.037502066,0.016305301,0.030340008,0.076766816,0.026151357,0.133122328,3.763725972,0.092648306,0.027760238,0.104995073,0.021955203,0.02130769,1.331985472,0.015724866,0.13443954,1.315758786,13.57679455,0.051018294,0.127530792,0.237573389,0.257545796,1.654692773,0.053982748,0.061499279,0.042003603,0.098887235,0.452722871,0.066466818,0.032858627,0.021071563,0.026255585,0.150818616,0.012546752,15.67669378,0.063166003,0.029953548,0.014597676,0.074471577,0.080091792,2.081207616,0.683194907,1.308513958,0.287907061,0.093663805,0.648097713,0.040069573,0.017092337,0.18397827,0.033347015,1.614740134,0.062990017,0.418397506,0.114815193,0.058746953,0.018909554,0.045689627,0.027950463,0.080190494,0.055753538,0.195039368,0.148958723,0.040319737,0.036373465,0.103594123,0.16300065,0.077004274,12.65530311,0.030565849,0.296457928,0.213727961,0.088313276,0.335975584,0.110694952,0.091847959,0.074081205,0.017452013,0.41444716,6.124721699,0.046226298,0.134799015,0.148107997,0.271034314,0.037599074,0.027664804,0.077207244,1.431292363,0.103058461,0.084941106,0.038801732,0.063388174,0.03244841,0.08761264,0.226136804,0.089508189,0.097448208,0.116580134,0.411933623,0.078271832,0.243487533,0.240194947,0.003852652,0.030987925,0.084313276,0.096050163,0.150757829,0.157483735,1.34265289,0.037423694,0.008039528,0.125605353,0.010022526,0.277638606,0.045991502,0.115476138,0.006511359,0.084034595,0.117810301,0.03596345,0.019491521,0.043594253
190123_11,3.11811427,1.33008446,0.119566931,3.776965841,0.03679508,0.201138786,0.057592111,0.030139713,0.018692462,0.012201872,1.59679705,1.161227833,0.132972093,0.024140479,0.346359974,0.012922896,0.015418478,0.021170181,0.026724474,0.240651427,0.046403789,0.1667952,0.248282033,0.013707882,0.064312881,0.056442985,0.018893342,0.027754547,0.030432436,0.089752555,0.102432473,0.16378113,0.020781001,0.015159965,0.006931154,0.146619463,0.041054477,0.103308258,0.010067885,0.081902632,1.15360322,5.052166621,0.034385051,0.021838382,0.026521741,0.020097223,0.071008098,0.009562885,0.190131054,0.014836048,0.040408064,0.069724579,0.417279226,1.077610739,2.167108662,0.078667886,5.245387617,0.364224821,0.200174904,0.008562724,0.019541431,0.007793708,0.034253103,0.017521371,0.02713355,0.069214136,0.024525598,0.096003204,3.352875737,0.081130797,0.036294536,0.203205852,0.014820669,0.024849494,1.076015686,0.015111815,0.096988598,0.629134873,8.77637153,0.04136049,0.211143102,0.30625745,0.259986871,1.41576862,0.015309422,0.0549395,0.053144434,0.102876192,0.606163198,0.056537924,0.047349392,0.029109127,0.018927789,0.112169049,0.020418675,12.54010897,0.02755138,0.026121104,0.009689707,0.09230518,0.065424308,5.251210085,0.688644771,8.988698658,0.808077683,0.066661511,2.36777366,0.04231755,0.016166692,0.061174671,0.031130233,1.855109842,0.027151611,0.541025856,0.147658112,0.10192629,0.019579762,0.05120973,0.066877514,0.155967823,0.065032032,0.105906509,0.272929957,0.036871091,0.044536952,0.084941625,0.113775143,0.112592242,7.511257504,0.123323319,1.01716419,0.038123181,0.081351947,0.02753113,0.04814891,0.127954743,0.089551221,0.023405614,0.303708393,1.369255715,0.035200954,0.062732971,0.108874204,0.300335468,0.023820111,0.032527856,0.059386763,0.448065588,0.06824641,0.096723912,0.05582116,0.056511779,0.031647497,0.07188544,0.131536987,0.170747973,0.090377298,0.124313701,0.288360582,0.134504347,0.158748321,0.095432585,0.003755067,0.039045439,0.022047918,0.055892004,0.138510021,0.116342951,0.927797996,0.041846227,0.014327558,0.056846224,0.006224169,0.449398953,0.070736156,0.340705833,0.011868058,0.334112515,1.048415999,0.027755533,0.023064741,0.026541635
190123_12,2.909678938,1.387272991,0.061181417,2.087481027,0.016511006,0.215939866,0.092693254,0.085999713,0.051842847,0.016056614,1.954818014,1.834377425,0.233323689,0.0366571,0.874978022,0.008380263,0.008753867,0.011879331,0.029559461,0.055719749,0.055561302,0.10873054,0.051268082,0.010126856,0.148265424,0.046555478,0.071917636,0.042064746,0.029806401,0.126882408,0.221887332,0.153985041,0.016702809,0.017884136,0.009181838,0.396775693,0.032500828,0.117150544,0.016630985,0.115327299,1.22892723,3.025772537,0.028253719,0.031494224,0.017249359,0.008650684,0.086187176,0.012770705,0.492101851,0.016104218,0.0303145,0.066147441,0.647203175,1.681605983,2.578808747,0.078999061,3.170042621,0.927835887,0.285155275,0.0126191,0.041231482,0.026005789,0.039175245,0.036369222,0.117463836,0.050022023,0.030413327,0.071147153,3.631061942,0.310389606,0.045162154,0.229282206,0.010720964,0.032037598,1.667933555,0.017149196,0.071695323,0.327766241,8.140041041,0.049009852,2.203724973,0.111057559,0.135916934,1.387340788,0.01094312,0.048007793,0.025419403,0.151049681,0.220994951,0.044742612,0.02029652,0.054207028,0.021074646,0.072363771,0.032783358,10.37444997,0.033922067,0.016099626,0.009993824,0.038116334,0.067426589,5.757452244,2.482032837,8.433821286,0.393512966,0.076896713,1.31026542,0.01680088,0.012869941,0.043315901,0.017121045,2.940120573,0.019097295,0.489582432,0.208843973,0.151755811,0.044078269,0.055121819,0.150292928,0.043278849,0.042246327,0.11211474,0.310963694,0.063847944,0.025447585,0.088359349,0.130065967,0.080813782,6.379614149,0.195372847,0.199550617,0.190470059,0.34810277,0.034591852,0.046164465,0.215946912,0.142014307,0.02033818,0.184446806,1.551244967,0.051461332,0.041934718,0.075049941,0.455867753,0.021706389,0.028600807,0.037165183,0.279675836,0.073806603,0.074948488,0.03393015,0.049508892,0.016246687,0.062664666,0.147341322,0.229630537,0.072267602,0.055539505,0.230489468,0.037388942,0.088963129,0.13432149,0.006629329,0.07860075,0.01910107,0.025141653,0.657477311,0.077990522,1.218724996,0.045325209,0.005660988,0.044514496,0.009112184,0.82638713,0.15175795,1.20040438,0.023361861,1.861057607,0.151601595,0.036301157,0.029674737,0.012124369
